booking_id,booking_date,booking_time,day_of_week,branch,branch_city,service_name,service_category,technician,customer_name,vehicle_make,vehicle_model,vehicle_year,payment_method,status,price_pkr,duration_min,wait_time_min,customer_rating,revenue_pkr
JOB-101126,2025-09-22,11:45,Monday,AutoHub Downtown,Rawalpindi,Transmission Fluid Service,Maintenance,Kamran Yousuf,Umar Jameel,Suzuki,Alto,2024,Mobile Wallet,Completed,6760.0,107,0,4.5,6760.0
JOB-104145,2025-09-23,17:30,Tuesday,AutoHub Downtown,Rawalpindi,Battery & Charging Test,Electrical,Imran Qureshi,Shahid Khalid,Toyota,Corolla,2019,Card,Completed,850.0,23,19,4.0,850.0
JOB-103408,2025-09-23,11:00,Tuesday,AutoHub Industrial,Faisalabad,Diagnostic Scan,Diagnostics,Tariq Jameel,Ayesha Shah,Toyota,Corolla,2014,Card,Completed,1580.0,26,9,4.0,1580.0
JOB-104800,2025-09-23,12:00,Tuesday,AutoHub Riverside,Lahore,Oil & Filter Change,Maintenance,Mehwish Khan,Mahnoor Sheikh,Suzuki,WagonR,2021,Cash,Completed,3900.0,49,22,4.5,3900.0
JOB-102717,2025-09-23,10:30,Tuesday,AutoHub Riverside,Lahore,Diagnostic Scan,Diagnostics,Kamran Yousuf,Fatima Rafiq,Toyota,Corolla,2016,Card,Completed,1610.0,36,13,4.0,1610.0
JOB-104844,2025-09-23,13:00,Tuesday,AutoHub Riverside,Lahore,Wheel Alignment & Balancing,Maintenance,Faisal Mehmood,Rimsha Khalid,Suzuki,Cultus,2024,Cash,Completed,3410.0,64,28,4.0,3410.0
JOB-101409,2025-09-23,16:45,Tuesday,AutoHub Downtown,Rawalpindi,Diagnostic Scan,Diagnostics,Aliya Baig,Usman Riaz,Toyota,Fortuner,2020,Card,Completed,1590.0,35,4,4.5,1590.0
JOB-104685,2025-09-23,11:15,Tuesday,AutoHub Riverside,Lahore,Brake Service,Safety,Nadeem Shah,Sara Tariq,Honda,City,2023,Mobile Wallet,Completed,8750.0,105,12,4.0,8750.0
JOB-101189,2025-09-23,13:15,Tuesday,AutoHub Riverside,Lahore,Oil & Filter Change,Maintenance,Sana Rafiq,Nida Sheikh,Toyota,Corolla,2017,Cash,Completed,4390.0,48,14,4.5,4390.0
JOB-100143,2025-09-23,13:45,Tuesday,AutoHub Riverside,Lahore,Diagnostic Scan,Diagnostics,Nadeem Shah,Bilal Jameel,Hyundai,Tucson,2014,Card,Completed,1450.0,30,20,4.5,1450.0
JOB-102925,2025-09-23,15:45,Tuesday,AutoHub Riverside,Lahore,Transmission Fluid Service,Maintenance,Imran Qureshi,Rimsha Noor,Toyota,Corolla,2015,Card,Completed,7290.0,105,14,5.0,7290.0
JOB-102129,2025-09-23,12:45,Tuesday,AutoHub Downtown,Rawalpindi,Wheel Alignment & Balancing,Maintenance,Hina Sultana,Ahmed Khalid,MG,HS,2021,Card,Completed,3600.0,71,10,4.5,3600.0
JOB-100856,2025-09-23,13:15,Tuesday,AutoHub Downtown,Rawalpindi,Diagnostic Scan,Diagnostics,Sana Rafiq,Adeel Jameel,Suzuki,Cultus,2020,Mobile Wallet,Completed,1380.0,30,15,3.0,1380.0
JOB-100599,2025-09-23,10:00,Tuesday,AutoHub Northgate,Islamabad,Brake Service,Safety,Waqas Ali,Rimsha Shah,Suzuki,WagonR,2019,Mobile Wallet,Completed,8910.0,83,0,4.5,8910.0
JOB-105678,2025-09-23,18:00,Tuesday,AutoHub Northgate,Islamabad,Wheel Alignment & Balancing,Maintenance,Waqas Ali,Shahid Noor,Toyota,Yaris,2024,Mobile Wallet,Completed,3610.0,83,9,4.5,3610.0
JOB-102947,2025-09-23,12:15,Tuesday,AutoHub Riverside,Lahore,Oil & Filter Change,Maintenance,Aliya Baig,Junaid Shah,Honda,City,2016,Cash,Completed,4050.0,43,21,5.0,4050.0
JOB-101425,2025-09-23,12:30,Tuesday,AutoHub Downtown,Rawalpindi,Full Inspection (Pre-Purchase),Diagnostics,Kamran Yousuf,Ayesha Iqbal,Suzuki,Cultus,2020,Mobile Wallet,Completed,6100.0,117,26,4.0,6100.0
JOB-103691,2025-09-23,11:00,Tuesday,AutoHub Downtown,Rawalpindi,Diagnostic Scan,Diagnostics,Tariq Jameel,Iqra Jameel,Honda,Civic,2021,Mobile Wallet,Completed,1390.0,28,15,4.5,1390.0
JOB-103966,2025-09-23,10:00,Tuesday,AutoHub Riverside,Lahore,Wheel Alignment & Balancing,Maintenance,Rabia Yousaf,Usman Sheikh,Kia,Sportage,2019,Cash,Completed,3240.0,66,12,4.0,3240.0
JOB-105077,2025-09-24,11:15,Wednesday,AutoHub Riverside,Lahore,Oil & Filter Change,Maintenance,Rabia Yousaf,Kashif Baig,Suzuki,Alto,2015,Card,Completed,4290.0,42,24,4.0,4290.0
JOB-101690,2025-09-24,19:45,Wednesday,AutoHub Northgate,Islamabad,Brake Service,Safety,Imran Qureshi,Farhan Rafiq,Honda,City,2017,Card,Completed,8630.0,101,4,3.5,8630.0
JOB-106271,2025-09-24,11:30,Wednesday,AutoHub Industrial,Faisalabad,AC Performance Check,Comfort,Aliya Baig,Bilal Yousaf,Honda,City,2019,Card,Completed,3100.0,51,17,4.5,3100.0
JOB-105619,2025-09-24,14:30,Wednesday,AutoHub Riverside,Lahore,Wheel Alignment & Balancing,Maintenance,Imran Qureshi,Warda Riaz,Hyundai,Tucson,2024,Card,Completed,3290.0,64,12,4.5,3290.0
JOB-105865,2025-09-24,12:15,Wednesday,AutoHub Downtown,Rawalpindi,Full Inspection (Pre-Purchase),Diagnostics,Danish Iqbal,Ali Malik,Hyundai,Tucson,2021,Cash,Completed,6340.0,112,6,4.0,6340.0
JOB-102731,2025-09-24,10:45,Wednesday,AutoHub Riverside,Lahore,Diagnostic Scan,Diagnostics,Sana Rafiq,Kashif Riaz,Honda,Civic,2016,Card,Completed,1390.0,29,10,4.5,1390.0
JOB-103118,2025-09-24,12:00,Wednesday,AutoHub Riverside,Lahore,Oil & Filter Change,Maintenance,Aliya Baig,Ayesha Riaz,Kia,Sportage,2016,Card,Completed,3930.0,47,12,4.5,3930.0
JOB-106321,2025-09-24,10:30,Wednesday,AutoHub Downtown,Rawalpindi,Wheel Alignment & Balancing,Maintenance,Sana Rafiq,Farhan Baig,Honda,Civic,2014,Mobile Wallet,Completed,3480.0,86,18,4.0,3480.0
JOB-102099,2025-09-24,10:15,Wednesday,AutoHub Downtown,Rawalpindi,Brake Service,Safety,Kamran Yousuf,Rimsha Yousaf,Suzuki,Alto,2022,Card,Completed,8700.0,85,2,4.5,8700.0
JOB-104071,2025-09-24,14:15,Wednesday,AutoHub Riverside,Lahore,Wheel Alignment & Balancing,Maintenance,Mehwish Khan,Mahnoor Ahmed,Toyota,Yaris,2022,Cash,Completed,3490.0,80,15,4.0,3490.0
JOB-101108,2025-09-24,12:45,Wednesday,AutoHub Riverside,Lahore,Battery & Charging Test,Electrical,Hina Sultana,Ayesha Raza,Suzuki,WagonR,2014,Cash,Completed,740.0,21,23,5.0,740.0
JOB-102861,2025-09-24,09:00,Wednesday,AutoHub Riverside,Lahore,AC Performance Check,Comfort,Danish Iqbal,Hamza Baig,Kia,Sportage,2023,Card,Completed,2940.0,63,12,4.0,2940.0
JOB-100113,2025-09-24,13:00,Wednesday,AutoHub Downtown,Rawalpindi,Full Inspection (Pre-Purchase),Diagnostics,Imran Qureshi,Kashif Baig,Honda,City,2021,Card,Completed,5630.0,106,0,4.5,5630.0
JOB-103036,2025-09-24,16:00,Wednesday,AutoHub Industrial,Faisalabad,Oil & Filter Change,Maintenance,Sana Rafiq,Fatima Noor,Suzuki,Cultus,2018,Bank Transfer,Completed,4320.0,53,0,4.5,4320.0
JOB-102257,2025-09-24,08:45,Wednesday,AutoHub Riverside,Lahore,Brake Service,Safety,Aliya Baig,Ayesha Rafiq,Honda,City,2017,Mobile Wallet,Completed,8730.0,106,20,4.0,8730.0
JOB-103988,2025-09-24,15:15,Wednesday,AutoHub Downtown,Rawalpindi,Diagnostic Scan,Diagnostics,Tariq Jameel,Hassan Rafiq,Honda,Civic,2015,Card,Completed,1410.0,29,7,3.0,1410.0
JOB-100987,2025-09-24,11:15,Wednesday,AutoHub Downtown,Rawalpindi,Diagnostic Scan,Diagnostics,Mehwish Khan,Adeel Malik,Hyundai,Elantra,2014,Card,Completed,1570.0,30,14,5.0,1570.0
JOB-104222,2025-09-24,18:15,Wednesday,AutoHub Riverside,Lahore,AC Performance Check,Comfort,Nadeem Shah,Amina Iqbal,Honda,Civic,2018,Card,Completed,2770.0,66,12,3.5,2770.0
JOB-104501,2025-09-24,16:45,Wednesday,AutoHub Northgate,Islamabad,Diagnostic Scan,Diagnostics,Imran Qureshi,Sadia Qureshi,Toyota,Fortuner,2014,Bank Transfer,Completed,1550.0,33,5,4.0,1550.0
JOB-102948,2025-09-24,10:15,Wednesday,AutoHub Riverside,Lahore,Diagnostic Scan,Diagnostics,Danish Iqbal,Amina Rafiq,Suzuki,Alto,2020,Bank Transfer,Completed,1430.0,30,15,5.0,1430.0
JOB-100059,2025-09-24,20:15,Wednesday,AutoHub Riverside,Lahore,Oil & Filter Change,Maintenance,Sana Rafiq,Zainab Qureshi,Hyundai,Elantra,2018,Cash,Completed,4140.0,52,12,5.0,4140.0
JOB-100287,2025-09-24,12:30,Wednesday,AutoHub Downtown,Rawalpindi,AC Performance Check,Comfort,Waqas Ali,Umar Jameel,Hyundai,Tucson,2019,Card,Completed,2840.0,53,7,5.0,2840.0
JOB-103640,2025-09-24,14:00,Wednesday,AutoHub Riverside,Lahore,Diagnostic Scan,Diagnostics,Mehwish Khan,Komal Tariq,Hyundai,Tucson,2022,Mobile Wallet,Completed,1610.0,30,25,4.5,1610.0
JOB-104619,2025-09-24,13:30,Wednesday,AutoHub Downtown,Rawalpindi,Wheel Alignment & Balancing,Maintenance,Nadeem Shah,Sara Iqbal,Suzuki,WagonR,2023,Card,Completed,3250.0,80,11,4.5,3250.0
JOB-104670,2025-09-24,12:00,Wednesday,AutoHub Riverside,Lahore,Wheel Alignment & Balancing,Maintenance,Imran Qureshi,Nida Sheikh,Honda,Civic,2018,Card,Completed,3230.0,78,23,4.0,3230.0
JOB-100523,2025-09-24,11:00,Wednesday,AutoHub Riverside,Lahore,Full Inspection (Pre-Purchase),Diagnostics,Rabia Yousaf,Iqra Shah,Toyota,Yaris,2023,Cash,Completed,5560.0,135,17,4.5,5560.0
JOB-101062,2025-09-24,16:15,Wednesday,AutoHub Industrial,Faisalabad,AC Performance Check,Comfort,Waqas Ali,Hassan Khalid,Honda,City,2016,Mobile Wallet,Completed,3080.0,55,0,4.0,3080.0
JOB-104680,2025-09-24,09:45,Wednesday,AutoHub Northgate,Islamabad,Wheel Alignment & Balancing,Maintenance,Waqas Ali,Sara Iqbal,Suzuki,Cultus,2018,Mobile Wallet,Completed,3370.0,78,4,5.0,3370.0
JOB-100463,2025-09-24,12:45,Wednesday,AutoHub Industrial,Faisalabad,Transmission Fluid Service,Maintenance,Aliya Baig,Junaid Khalid,Toyota,Yaris,2017,Cash,Completed,7270.0,98,18,4.0,7270.0
JOB-103325,2025-09-24,15:45,Wednesday,AutoHub Downtown,Rawalpindi,AC Performance Check,Comfort,Faisal Mehmood,Ali Tariq,Suzuki,Alto,2017,Mobile Wallet,Completed,2880.0,54,10,4.5,2880.0
JOB-104984,2025-09-24,07:15,Wednesday,AutoHub Riverside,Lahore,Full Inspection (Pre-Purchase),Diagnostics,Kamran Yousuf,Mahnoor Raza,Suzuki,WagonR,2014,Bank Transfer,Completed,5970.0,127,20,4.5,5970.0
JOB-103373,2025-09-24,09:45,Wednesday,AutoHub Northgate,Islamabad,Oil & Filter Change,Maintenance,Tariq Jameel,Komal Raza,Honda,City,2018,Bank Transfer,Completed,4130.0,48,0,5.0,4130.0
JOB-105380,2025-09-25,14:30,Thursday,AutoHub Northgate,Islamabad,Transmission Fluid Service,Maintenance,Waqas Ali,Shahid Farooq,Suzuki,WagonR,2020,Mobile Wallet,Completed,6840.0,88,5,4.0,6840.0
JOB-106015,2025-09-25,10:45,Thursday,AutoHub Riverside,Lahore,Wheel Alignment & Balancing,Maintenance,Rabia Yousaf,Warda Qureshi,Suzuki,Alto,2019,Card,Completed,3630.0,81,16,4.0,3630.0
JOB-101827,2025-09-25,15:30,Thursday,AutoHub Northgate,Islamabad,AC Performance Check,Comfort,Rabia Yousaf,Ali Ahmed,Toyota,Fortuner,2019,Bank Transfer,No-show,2800.0,70,23,,0.0
JOB-102976,2025-09-25,11:45,Thursday,AutoHub Downtown,Rawalpindi,AC Performance Check,Comfort,Sana Rafiq,Ali Iqbal,Toyota,Fortuner,2015,Cash,Completed,2770.0,56,7,4.5,2770.0
JOB-105246,2025-09-25,09:30,Thursday,AutoHub Downtown,Rawalpindi,Oil & Filter Change,Maintenance,Nadeem Shah,Farhan Sheikh,Toyota,Fortuner,2024,Card,Completed,4200.0,43,3,4.0,4200.0
JOB-103840,2025-09-25,11:45,Thursday,AutoHub Industrial,Faisalabad,AC Performance Check,Comfort,Imran Qureshi,Sadia Yousaf,Toyota,Corolla,2024,Card,Cancelled,2910.0,55,11,,0.0
JOB-101722,2025-09-25,11:45,Thursday,AutoHub Industrial,Faisalabad,Oil & Filter Change,Maintenance,Nadeem Shah,Warda Iqbal,MG,HS,2018,Cash,Completed,4410.0,50,15,4.5,4410.0
JOB-100229,2025-09-25,11:30,Thursday,AutoHub Industrial,Faisalabad,AC Performance Check,Comfort,Waqas Ali,Sara Shah,MG,HS,2023,Cash,Completed,3110.0,59,19,4.0,3110.0
JOB-101105,2025-09-25,16:15,Thursday,AutoHub Riverside,Lahore,Wheel Alignment & Balancing,Maintenance,Hina Sultana,Ahmed Sheikh,Honda,Civic,2016,Mobile Wallet,Completed,3520.0,86,10,5.0,3520.0
JOB-102879,2025-09-25,16:00,Thursday,AutoHub Northgate,Islamabad,Oil & Filter Change,Maintenance,Rabia Yousaf,Nida Iqbal,Toyota,Corolla,2020,Card,Completed,3970.0,39,2,4.5,3970.0
JOB-100855,2025-09-25,13:30,Thursday,AutoHub Riverside,Lahore,Transmission Fluid Service,Maintenance,Aliya Baig,Zainab Tariq,Suzuki,WagonR,2016,Cash,Completed,7220.0,94,25,4.0,7220.0
JOB-104330,2025-09-25,16:15,Thursday,AutoHub Riverside,Lahore,Wheel Alignment & Balancing,Maintenance,Tariq Jameel,Ahmed Khalid,Suzuki,Cultus,2014,Cash,Completed,3580.0,85,21,4.0,3580.0
JOB-106089,2025-09-25,14:15,Thursday,AutoHub Riverside,Lahore,AC Performance Check,Comfort,Faisal Mehmood,Ahmed Sheikh,Toyota,Fortuner,2023,Card,Completed,2800.0,71,18,4.5,2800.0
JOB-101343,2025-09-25,10:30,Thursday,AutoHub Northgate,Islamabad,AC Performance Check,Comfort,Kamran Yousuf,Iqra Qureshi,Toyota,Yaris,2024,Mobile Wallet,Completed,2990.0,71,7,4.0,2990.0
JOB-105854,2025-09-25,07:00,Thursday,AutoHub Northgate,Islamabad,Detailing & Paint Protection,Comfort,Waqas Ali,Sadia Ahmed,MG,HS,2024,Mobile Wallet,Completed,12510.0,202,14,4.0,12510.0
JOB-100591,2025-09-25,11:45,Thursday,AutoHub Industrial,Faisalabad,Detailing & Paint Protection,Comfort,Imran Qureshi,Ayesha Ahmed,Suzuki,Alto,2014,Card,Completed,12450.0,189,10,5.0,12450.0
JOB-100898,2025-09-25,10:30,Thursday,AutoHub Riverside,Lahore,Battery & Charging Test,Electrical,Tariq Jameel,Zainab Ahmed,Honda,Civic,2022,Card,Completed,780.0,20,9,3.0,780.0
JOB-102804,2025-09-25,10:15,Thursday,AutoHub Downtown,Rawalpindi,Detailing & Paint Protection,Comfort,Imran Qureshi,Ahmed Jameel,Suzuki,WagonR,2019,Card,Completed,12740.0,188,5,5.0,12740.0
JOB-103869,2025-09-25,07:45,Thursday,AutoHub Industrial,Faisalabad,AC Performance Check,Comfort,Mehwish Khan,Warda Malik,Suzuki,Alto,2022,Cash,Cancelled,3110.0,57,0,,0.0
JOB-103764,2025-09-25,11:00,Thursday,AutoHub Riverside,Lahore,Wheel Alignment & Balancing,Maintenance,Danish Iqbal,Ahmed Shah,Toyota,Yaris,2014,Cash,Completed,3570.0,66,19,4.5,3570.0
JOB-100142,2025-09-25,15:00,Thursday,AutoHub Industrial,Faisalabad,Diagnostic Scan,Diagnostics,Imran Qureshi,Rimsha Malik,Suzuki,Alto,2017,Card,Completed,1560.0,31,4,5.0,1560.0
JOB-101726,2025-09-25,17:45,Thursday,AutoHub Riverside,Lahore,Oil & Filter Change,Maintenance,Faisal Mehmood,Komal Yousaf,Honda,City,2022,Mobile Wallet,Completed,3950.0,52,14,5.0,3950.0
JOB-102866,2025-09-25,08:00,Thursday,AutoHub Industrial,Faisalabad,Brake Service,Safety,Kamran Yousuf,Farhan Jameel,Toyota,Corolla,2022,Cash,Completed,8990.0,81,13,4.0,8990.0
JOB-103847,2025-09-25,10:15,Thursday,AutoHub Riverside,Lahore,Full Inspection (Pre-Purchase),Diagnostics,Hina Sultana,Amina Khalid,Honda,Civic,2022,Card,Completed,5790.0,127,11,4.5,5790.0
JOB-103407,2025-09-26,10:00,Friday,AutoHub Riverside,Lahore,AC Performance Check,Comfort,Nadeem Shah,Zainab Khalid,Suzuki,WagonR,2014,Card,Completed,2880.0,58,11,4.5,2880.0
JOB-101894,2025-09-26,13:30,Friday,AutoHub Downtown,Rawalpindi,Full Inspection (Pre-Purchase),Diagnostics,Rabia Yousaf,Iqra Jameel,Kia,Sportage,2019,Card,Completed,5780.0,103,14,5.0,5780.0
JOB-106173,2025-09-26,11:15,Friday,AutoHub Downtown,Rawalpindi,Oil & Filter Change,Maintenance,Sana Rafiq,Shahid Malik,Suzuki,WagonR,2024,Mobile Wallet,Completed,4110.0,42,13,4.0,4110.0
JOB-103892,2025-09-26,14:30,Friday,AutoHub Downtown,Rawalpindi,Oil & Filter Change,Maintenance,Tariq Jameel,Ahmed Iqbal,Suzuki,Alto,2022,Card,Completed,4090.0,44,0,4.0,4090.0
JOB-102659,2025-09-26,11:15,Friday,AutoHub Riverside,Lahore,Transmission Fluid Service,Maintenance,Tariq Jameel,Sadia Tariq,Toyota,Yaris,2023,Cash,Completed,6640.0,100,13,4.5,6640.0
JOB-103749,2025-09-26,18:30,Friday,AutoHub Downtown,Rawalpindi,Oil & Filter Change,Maintenance,Mehwish Khan,Usman Raza,MG,HS,2024,Cash,Completed,4260.0,40,11,4.5,4260.0
JOB-102277,2025-09-26,14:30,Friday,AutoHub Northgate,Islamabad,Oil & Filter Change,Maintenance,Sana Rafiq,Nida Shah,Honda,Civic,2023,Card,Completed,4100.0,47,8,4.5,4100.0
JOB-102286,2025-09-26,11:00,Friday,AutoHub Riverside,Lahore,Diagnostic Scan,Diagnostics,Nadeem Shah,Ali Iqbal,Toyota,Fortuner,2016,Mobile Wallet,Completed,1590.0,34,14,4.0,1590.0
JOB-100155,2025-09-26,14:45,Friday,AutoHub Downtown,Rawalpindi,Diagnostic Scan,Diagnostics,Kamran Yousuf,Warda Khalid,Kia,Sportage,2024,Card,Completed,1390.0,35,6,4.5,1390.0
JOB-102821,2025-09-26,14:00,Friday,AutoHub Northgate,Islamabad,Suspension Repair,Safety,Danish Iqbal,Ahmed Jameel,Suzuki,WagonR,2019,Card,Completed,9490.0,122,10,4.0,9490.0
JOB-105404,2025-09-26,12:15,Friday,AutoHub Industrial,Faisalabad,Oil & Filter Change,Maintenance,Sana Rafiq,Junaid Malik,Suzuki,Cultus,2019,Mobile Wallet,Completed,4150.0,47,11,4.0,4150.0
JOB-101075,2025-09-26,14:45,Friday,AutoHub Industrial,Faisalabad,Oil & Filter Change,Maintenance,Hina Sultana,Iqra Malik,MG,HS,2017,Card,Completed,4420.0,47,3,3.5,4420.0
JOB-100271,2025-09-26,11:15,Friday,AutoHub Industrial,Faisalabad,Brake Service,Safety,Rabia Yousaf,Rimsha Qureshi,Hyundai,Tucson,2019,Cash,Completed,8940.0,80,16,3.5,8940.0
JOB-100084,2025-09-26,12:30,Friday,AutoHub Riverside,Lahore,Transmission Fluid Service,Maintenance,Faisal Mehmood,Nida Rafiq,Toyota,Fortuner,2016,Cash,Completed,7550.0,85,17,4.5,7550.0
JOB-102224,2025-09-26,10:00,Friday,AutoHub Downtown,Rawalpindi,Battery & Charging Test,Electrical,Waqas Ali,Umar Malik,Toyota,Fortuner,2015,Mobile Wallet,Completed,800.0,23,0,5.0,800.0
JOB-104302,2025-09-26,13:15,Friday,AutoHub Riverside,Lahore,Wheel Alignment & Balancing,Maintenance,Rabia Yousaf,Ayesha Iqbal,Hyundai,Tucson,2015,Cash,Completed,3450.0,66,24,3.5,3450.0
JOB-101274,2025-09-26,14:15,Friday,AutoHub Industrial,Faisalabad,AC Performance Check,Comfort,Tariq Jameel,Amina Tariq,Hyundai,Tucson,2021,Card,Completed,2980.0,53,12,4.5,2980.0
JOB-101771,2025-09-26,11:30,Friday,AutoHub Downtown,Rawalpindi,Diagnostic Scan,Diagnostics,Tariq Jameel,Usman Ahmed,Hyundai,Elantra,2020,Mobile Wallet,Completed,1620.0,35,22,4.5,1620.0
JOB-102698,2025-09-26,12:45,Friday,AutoHub Northgate,Islamabad,AC Performance Check,Comfort,Kamran Yousuf,Hamza Ahmed,Suzuki,Alto,2019,Mobile Wallet,Completed,2960.0,68,4,5.0,2960.0
JOB-100367,2025-09-26,12:45,Friday,AutoHub Riverside,Lahore,AC Performance Check,Comfort,Nadeem Shah,Sara Khalid,Hyundai,Elantra,2024,Mobile Wallet,Completed,3000.0,56,18,4.5,3000.0
JOB-104836,2025-09-26,13:45,Friday,AutoHub Northgate,Islamabad,Wheel Alignment & Balancing,Maintenance,Tariq Jameel,Hassan Jameel,Suzuki,Alto,2021,Cash,Completed,3500.0,84,23,3.5,3500.0
JOB-104479,2025-09-26,11:15,Friday,AutoHub Downtown,Rawalpindi,Oil & Filter Change,Maintenance,Aliya Baig,Hassan Jameel,Toyota,Fortuner,2024,Card,Completed,4110.0,38,15,4.5,4110.0
JOB-100968,2025-09-26,08:00,Friday,AutoHub Northgate,Islamabad,Brake Service,Safety,Sana Rafiq,Zainab Qureshi,Hyundai,Tucson,2021,Card,Completed,8470.0,77,11,4.0,8470.0
JOB-106209,2025-09-26,16:00,Friday,AutoHub Downtown,Rawalpindi,Diagnostic Scan,Diagnostics,Mehwish Khan,Ayesha Khalid,Hyundai,Elantra,2021,Card,Completed,1600.0,34,0,4.5,1600.0
JOB-101454,2025-09-27,13:30,Saturday,AutoHub Riverside,Lahore,Brake Service,Safety,Rabia Yousaf,Nida Shah,Toyota,Yaris,2019,Mobile Wallet,Completed,8910.0,103,5,4.0,8910.0
JOB-100866,2025-09-27,08:00,Saturday,AutoHub Northgate,Islamabad,AC Performance Check,Comfort,Mehwish Khan,Sara Yousaf,Suzuki,WagonR,2019,Card,Completed,3050.0,62,5,4.5,3050.0
JOB-100788,2025-09-27,15:15,Saturday,AutoHub Northgate,Islamabad,Diagnostic Scan,Diagnostics,Danish Iqbal,Hamza Iqbal,MG,HS,2020,Cash,Completed,1610.0,33,8,4.5,1610.0
JOB-105102,2025-09-27,11:45,Saturday,AutoHub Northgate,Islamabad,Brake Service,Safety,Sana Rafiq,Warda Rafiq,Toyota,Fortuner,2020,Card,Completed,8540.0,87,11,3.5,8540.0
JOB-101465,2025-09-27,12:45,Saturday,AutoHub Riverside,Lahore,Oil & Filter Change,Maintenance,Waqas Ali,Zainab Jameel,MG,HS,2023,Card,Completed,4430.0,40,14,4.0,4430.0
JOB-103346,2025-09-27,14:00,Saturday,AutoHub Riverside,Lahore,Oil & Filter Change,Maintenance,Sana Rafiq,Kashif Raza,Kia,Sportage,2016,Mobile Wallet,Completed,4370.0,38,7,4.0,4370.0
JOB-105078,2025-09-27,15:15,Saturday,AutoHub Riverside,Lahore,Oil & Filter Change,Maintenance,Kamran Yousuf,Mahnoor Shah,Suzuki,Cultus,2024,Mobile Wallet,Completed,4220.0,46,4,4.0,4220.0
JOB-103877,2025-09-27,13:15,Saturday,AutoHub Riverside,Lahore,AC Performance Check,Comfort,Faisal Mehmood,Fatima Raza,Toyota,Fortuner,2021,Card,Completed,2880.0,65,14,4.5,2880.0
JOB-101090,2025-09-27,10:30,Saturday,AutoHub Riverside,Lahore,AC Performance Check,Comfort,Imran Qureshi,Usman Raza,MG,HS,2015,Card,Cancelled,2770.0,56,0,,0.0
JOB-102801,2025-09-27,15:00,Saturday,AutoHub Industrial,Faisalabad,Suspension Repair,Safety,Kamran Yousuf,Hamza Yousaf,MG,HS,2024,Mobile Wallet,Completed,9670.0,121,4,4.5,9670.0
JOB-101573,2025-09-27,13:15,Saturday,AutoHub Industrial,Faisalabad,Full Inspection (Pre-Purchase),Diagnostics,Waqas Ali,Bilal Iqbal,Hyundai,Tucson,2016,Card,Completed,6360.0,115,19,3.5,6360.0
JOB-104647,2025-09-27,16:30,Saturday,AutoHub Riverside,Lahore,Suspension Repair,Safety,Kamran Yousuf,Ayesha Iqbal,Toyota,Yaris,2019,Mobile Wallet,Completed,9400.0,108,13,4.5,9400.0
JOB-100200,2025-09-27,12:15,Saturday,AutoHub Downtown,Rawalpindi,Oil & Filter Change,Maintenance,Tariq Jameel,Kashif Jameel,Toyota,Yaris,2017,Mobile Wallet,Completed,4180.0,53,15,4.5,4180.0
JOB-101520,2025-09-27,14:45,Saturday,AutoHub Downtown,Rawalpindi,Diagnostic Scan,Diagnostics,Sana Rafiq,Kashif Riaz,Toyota,Fortuner,2019,Card,Completed,1600.0,35,14,4.5,1600.0
JOB-102643,2025-09-27,11:15,Saturday,AutoHub Downtown,Rawalpindi,Oil & Filter Change,Maintenance,Faisal Mehmood,Ahmed Rafiq,Honda,City,2024,Card,Completed,4050.0,50,0,4.5,4050.0
JOB-100163,2025-09-27,13:15,Saturday,AutoHub Downtown,Rawalpindi,Oil & Filter Change,Maintenance,Danish Iqbal,Sadia Riaz,Toyota,Corolla,2017,Cash,Completed,4360.0,52,13,5.0,4360.0
JOB-104544,2025-09-27,09:00,Saturday,AutoHub Riverside,Lahore,Wheel Alignment & Balancing,Maintenance,Hina Sultana,Umar Qureshi,Suzuki,WagonR,2016,Card,Completed,3220.0,66,26,4.0,3220.0
JOB-102439,2025-09-27,10:30,Saturday,AutoHub Riverside,Lahore,Oil & Filter Change,Maintenance,Tariq Jameel,Sadia Malik,Suzuki,Alto,2024,Cash,Completed,4160.0,43,14,4.0,4160.0
JOB-100220,2025-09-27,10:45,Saturday,AutoHub Industrial,Faisalabad,AC Performance Check,Comfort,Kamran Yousuf,Rimsha Noor,Hyundai,Elantra,2023,Cash,Completed,2880.0,54,20,5.0,2880.0
JOB-105558,2025-09-27,16:15,Saturday,AutoHub Northgate,Islamabad,Battery & Charging Test,Electrical,Danish Iqbal,Sadia Baig,Toyota,Yaris,2014,Card,Completed,800.0,21,10,4.5,800.0
JOB-101097,2025-09-27,14:45,Saturday,AutoHub Riverside,Lahore,Oil & Filter Change,Maintenance,Imran Qureshi,Ayesha Qureshi,Kia,Sportage,2021,Cash,Completed,4080.0,53,21,4.0,4080.0
JOB-104415,2025-09-27,10:00,Saturday,AutoHub Downtown,Rawalpindi,Oil & Filter Change,Maintenance,Kamran Yousuf,Farhan Yousaf,MG,HS,2014,Card,Completed,4520.0,50,8,4.5,4520.0
JOB-102082,2025-09-27,10:30,Saturday,AutoHub Northgate,Islamabad,Wheel Alignment & Balancing,Maintenance,Mehwish Khan,Usman Farooq,Suzuki,Alto,2020,Cash,Completed,3740.0,81,0,5.0,3740.0
